ASIN,Title,Category,Brand,BSR,Price,"Monthly Sales","Net Price","Monthly Revenue","Review Count","Review Rating",Sellers,"Last Year Sales","Sales Year over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period"
B003DEDSTA,"LIVE LAUGH LOVE Vinyl wall quotes stickers sayings home art decor decal","Home & Kitchen",Wheeler3Designs,1632289,7,0,2.82,-,27,3.8,1,4,,-143,,"Jan, 2018"
B00FBQVIQI,"Adeco Decorative Iron Wall Sign Plaque, Historic Route 66 Black White Home Decor - 19.7x7.9 Inches","Home & Kitchen",Adeco,253005,18.5,50,7.21,925,152,4.2,1,686,,-10,,"Aug, 2018"
B00M1B399A,"Collections Etc Scrolling Live Laugh Love Metal Wall Art, Standard, Black","Home & Kitchen","Collections Etc",77776,17.98,117,15.28,2103.66,204,4.4,7,1321,-65,10,,"Jan, 2018"
B00O2DD170,"46"" Live Laugh Love Embellishment Wall Decal Sticker Art Mural Home D","Home & Kitchen",WallPressions,417465,9.99,1,8.49,9.99,8,4.2,2,26,-54,238,,"Nov, 2017"
B00XLMGHV0,"Live, Love, Laugh - Square Desk Sign Set of 3 (Live every moment, Love beyond words, Laugh everyday)","Home & Kitchen","Hearthside Collection",361872,9.49,29,4.79,275.21,21,2.9,5,244,-41,268,-5,"Sep, 2017"
B00XM1WHA0,"Live Love Laugh Set 3 Wall Mount Metal Wall Word Sculpture, Wall Decor By Super Z Outlet","Home & Kitchen","Super Z Outlet",17901,11.99,738,5.43,8848.62,280,4.5,1,8244,45,4,3,"Mar, 2019"
B015NHC3GI,"New Inspirational LIVE LAUGH LOVE Black Metal Wall Decor Sign","Home & Kitchen","Your Heart's Delight",379199,19.86,40,6.87,794.4,13,4.7,4,203,,159,-18,"Jul, 2019"
B017HXHUQE,"wall26 Live Laugh Love - 3 Piece Canvas Print - Wall Art Decor - Gallery Wrap Panels on Wooden Stretcher Bars - Colorful Design for Home - Beautiful Quote - Ready to Hang Black and White","Home & Kitchen",wall26,336541,41.78,31,35.51,1295.18,6,5,2,288,360,84,,"Mar, 2019"
B018DAYRHA,"48""x7"" Live Well Laugh Often Love Much with Embelishments Family Wall Decal Sticker Art Home D","Home & Kitchen",WallPressions,1782174,9.99,1,8.49,9.99,1,5,1,12,18,-98,,"Feb, 2019"
B01EKUX71E,"BinaryABC Live Love Laugh Wooden Letters,Engagement Wedding Party Decorations,3Pcs(White)","Home & Kitchen",BinaryABC,108995,7.99,41,3.6,327.59,26,3.8,1,435,50,24,,"Sep, 2018"
B01FKOLIOC,"Beautiful Inspirational Floral ""Cherish Every Moment In Your Life"" and ""Live Laugh and Love"" by Lisa Audit; Two 12x12in Unframed Print. Teal/Brown/White","Home & Kitchen","Gango Home D",386023,11.99,18,10.19,215.82,45,4.1,1,499,,-65,,"Oct, 2017"
B01J88TFXC,"Wall Pops WPQ1744 Live Laugh Love Wall Quote","Tools & Home Improve","Wall Pops",63860,10.98,45,6.14,494.1,12,4,5,278,,29,,"May, 2019"
B01J95DLU2,"Inspirational Art Black and White Adam and Eve Canvas Wall Art Abstract Picture Eco Light Framed Ready to Hang Artwork for Home Decoration","Home & Kitchen","Inspirational Art",1573001,119.99,1,101.99,119.99,-1,-1,1,,,,,-
B01KNGEIC6,"Inspirational Art Black and White Beautiful Woman Canvas Wall Art Abstract Picture Eco Light Framed Ready to Hang Artwork for Home Decoration","Home & Kitchen","Inspirational Art",3347113,119.99,0,89.17,-,2,5,1,2,,0,,"Oct, 2018"
B01M230R35,"6""x23"" Inspirational Prints Wall Art Frame Live Laugh Love 3D Plaque Home Decor","Home & Kitchen",Generic,1669795,25.99,1,22.09,25.99,3,2.8,2,20,,-44,-3,"Mar, 2018"
B071J15CKK,"SUMGAR Inspirational Wall Art Bedroom Prints Unframed Motivational Quotes Pictures Vintage Posters Artwork Set of 3,8x10 inch","Home & Kitchen",SUMGAR,1545131,7.99,0,4.42,-,2,4.1,1,42,,-90,-52,"Aug, 2018"
B0728641L4,"Life is Beautiful Print & Choose Happiness Set of 2 Inspirational (8 inches x 10 inches) Photos - Wall Art Decor Posters","Home & Kitchen","BigWig Prints",1519918,24.95,2,18.8,49.9,-1,-1,1,36,115,8,127,"Aug, 2018"
B073NZGLP6,"Modern Black and White Be Silly Word Art, Black Frame, 22"" x 22""","Home & Kitchen","Stone & Beam",214147,49.99,25,28.28,1249.75,10,5,1,220,,371,,"Feb, 2019"
B073T9KH6S,"Collections Etc Red Home, Love and Faith Metal Wall Art - Set of 3","Patio, Lawn & Garden","Collections Etc",13965,22.98,127,14.27,2918.46,36,4.4,9,1356,,-1,6,"Feb, 2019"
B074KBDXZZ,"Natural art ","Home & Kitchen","Natural art",72909,9.99,25,3.23,249.75,86,4.7,1,47,,295,,"Aug, 2019"
B079YTPHTC,"Live Laugh Love Word Art Wood Cutout","Home & Kitchen","MRC Wood Products",235127,39.99,6,25.48,239.94,2,5,1,64,,-40,,"May, 2019"
B07C26LZG7,"A71841 Canvas Wall Art Love You Still Large Wall Art (Ready to Hang) for Master Bedroom Wall Decor","Home & Kitchen","DZL Art",59871,42.9,149,24.78,6392.1,45,4.2,1,1259,,29,-10,"Jul, 2019"
B07FKLB42N,"Inhale Exhale Art Print Set of 2 (10","Home & Kitchen",Homdeco,99615,13.99,265,9.48,3707.35,22,4,0,1522,,300,,"Aug, 2019"
B07FSFQC4Q,"Black and White Red Tree Wall Art Canvas Print Picture Large Red Tree Landscape Modern Artwork for Living Room Bedroom Office Home Wall Decoration Decor with Frame 20x40in","Home & Kitchen",Mofutinpo,93047,43.9,173,23.88,7594.7,18,4.6,1,,,134026,,"Aug, 2019"
B07GNBLX97,"Hashtag Squad Goals Script Sign - Unfinished Wood Sign Letters, Drawing Stencil Included, for Home, Bachelorette Party, Bridal Shower, Sorority, DIY Decoration","Arts, Crafts & Sewin","Genie Crafts",535421,8.99,1,5.23,8.99,15,3,2,,,0,,"Jul, 2019"
B07GPKPJRH,"Live Laugh Love Wall Art Black White Bedroom Art Black White Gray Bathroom Decor Canvas or Prints Flower Artwork Set of 3 Home Decor 8x10 inch","Home & Kitchen",CANVASPrtint,857362,39.1,4,33.23,155.6,1,5,1,,,0,-1,"Aug, 2019"
B07GSS2BJ3,"Fashion Women Art Print Set of 4 (8","Home & Kitchen",Homdeco,101107,14.99,121,10.33,1813.79,15,3.7,1,,,31,,"Jul, 2019"
B07H2YD2KJ,"Chsdec Motivational Inspirational Lettering Quote Fashion Woman Art Print Set of 4 Posters 8""X10"" Canvas|Office Girls Home Words Wall Art-to Inspire Teens Girls Hard Work Decor","Home & Kitchen",Chsdec,150020,14.69,121,10.12,1777.49,44,3.8,1,,,109,,"May, 2019"
B07H319SF6,"Chsdec Unframed Good Vibes Only Inhale Exhale Quote&Saying Motivational Minimalist Art Print Inspirational Home Wall Photos?Black and White Words ?Canvas Office Decorations- Set of 3 Posters 8""x10""","Home & Kitchen",Chsdec,52513,13.69,149,8.24,2039.81,23,4,1,,,491,,"Aug, 2019"
B07HMT7WHC,"Motivational Inspirational Word&Sign Quotes Art Positive Life Typography Print, Set of 4 Canvas Art?8""x10""? Famous Phrases Unique Sayings Posters,Graduation Gift,Multicolor","Home & Kitchen",Chsdec,80098,14.29,107,9.74,1529.03,15,4.1,1,,,571,-1,"Aug, 2019"
B07JB45R8X,"Homdeco I Can and I Will?Don","Home & Kitchen",Homdeco,425791,12.89,48,8.55,618.72,8,4.3,1,,,156,,"Mar, 2019"
B07JHRJQYD,"Motivational Words Typography Artwork Quotes and Saying Art Prints?Set of 3 Art posters?8 "" x10 "" ?Canvas Inspire Success Phrases Inspirational Print For Office Classroom Shareable Wall Art Decor","Home & Kitchen",Chsdec,40612,13.59,183,9.14,2486.97,15,3.8,1,,,277,-4,"Aug, 2019"
B07KK8YXRM,"Chsdec Fashion Print?Fashion Women Art Print?Lashes Lipstick Printing?Set of 3?8"" x10""? Unframed, Excellent Gift for Girls Woman Bedroom Inspirational Wall Art Home Decor","Home & Kitchen",Chsdec,235434,13.29,58,8.89,770.82,20,3.9,1,,,263,-4,"Apr, 2019"
B07KQSQ14V,"ARTLAND Set of 3 Inspirational Wall Art,Encouragement Prints,Excellent Canvas Artwork for Bedrooms, Bathroom, Living Rooms, Classrooms with Quotes 16x36inches Ready to Hang","Home & Kitchen",ARTLAND,748711,24.79,0,13.91,-,16,4.2,1,,,0,-5,-
B07KQWLX44,"Susie Arts 8X10 Unframed Inspirational Attitude Real Gold Foil Art Print Quotes Wall Poster Home Decor Motivational Art V165","Home & Kitchen","Susie Arts",534201,11.99,1,7.78,11.99,3,4.3,0,,,11,,"Jun, 2019"
B07KXZ842H,"LACOFFIO Live Love Laugh Wall Decor 24x5.5 Rustic Gray Inspirational Quotes Art Plaque for Kitchen, Bedroom, and Laundry - Motivational Wooden Signs Handcrafted in The USA","Home & Kitchen",LACOFFIO,13668,26.95,810,13.89,21829.5,146,4.8,1,,,27,18,"Jun, 2019"
B07LCZL1B9,Let,"Home & Kitchen",Homdeco,194419,13.56,57,9.12,772.92,16,4,1,,,0,,-
B07M8RL7HS,"Sanrx Inspirational Typography Art Print Painting, Letterings Cardstock Art Poster Motivational Quote Prints Wall Art Decor (Set of 3, 8","Home & Kitchen",Sanrx,126291,12.59,120,8.29,1510.8,12,4.5,1,,,486,-4,"Aug, 2019"
B07N2NV1VC,"Inspirational Quote &Saying Art Print Song Lyrics Minimalist Canvas Art Poster, Set of 2?8""x10""? Black and White Words Wall Picture, Motivation Gift","Home & Kitchen",Chsdec,108059,12.29,111,8.04,1364.19,15,3.9,1,,,0,1,"Jul, 2019"
B07P1QJ5FT,"Homdeco Watercolor Fashion Art Print Set of 3 (8","Home & Kitchen",Homdeco,227627,13.99,156,9.48,2182.44,19,3.7,1,,,0,,"Aug, 2019"
B07P41DWND,"Unframed Abstract Geometry Art Print Modern Mid Century Art Poster,Set of 4?8","Home & Kitchen",Chsdec,120843,14.29,74,9.74,1057.46,9,3.4,1,,,-25,,"May, 2019"
B07PHSMF4L,"Mrs Love Mr Quote & Loving Heart Pattern Art Print? Romantic Couple Lovers Newlyweds Bedroom Living Room Canvas Art Painting Family Wall Decor?Set of 3 Art Posters?8"" x10 ?,Nordic Typography Print","Home & Kitchen",Chsdec,235434,13.99,68,9.48,951.32,20,3.9,0,,,181,,"Aug, 2019"
B07PP64CQK,"THINK! Designs Wall Decor Bedroom Living Room Home Art for Walls Decorations Rustic Quotes Prints Sets can be Framed and Mounted on The Farm Kitchen Shelf Bohemian Family Bedroom Wall Decor (11x14)","Home & Kitchen","THINK! Designs",105105,16.98,55,11.15,933.9,6,4.6,1,,,123,6,"Jul, 2019"
B07PS2S6KF,"Green Leaves Art Picture Inhale Exhale Quote Inspirational Art Print Set of 3 (10","Home & Kitchen",Homdeco,395778,13.99,44,9.48,615.56,22,3.9,1,,,33,,"Jun, 2019"
B07PS5M1ST,"Blooming Lotus Flower Art Print Elegant Floral Art Picture Poster Set of 3 (10","Home & Kitchen",Homdeco,64939,13.99,104,9.48,1454.96,7,4.8,1,,,416,,"Aug, 2019"
B07Q18YF3L,"Typography Watercolor Words Inspirational Quote&Saying Modern Art Print Set of 4 (8","Home & Kitchen",Homdeco,101790,14.99,259,10.33,3882.41,11,3.9,1,,,797,,"Aug, 2019"
B07Q9Q4CVL,"Inspirational Quote&Saying Typography Art Print Set of 3 (8","Home & Kitchen",Homdeco,31818,13.89,675,9.44,9375.75,28,4.2,1,,,1496,,"Aug, 2019"
B07QBXTPPM,"CHDITB Unframed Inspirational Quote&Saying Art Print,Today is A Good Day,for A Good Day Wall Art Poster,Set of 2?8"" x10"" ? Minimalist Canvas Motivational Art Painting Home Decor","Home & Kitchen",CHDITB,587362,12.59,68,8.29,856.12,-1,-1,0,,,936,2,"Aug, 2019"
B07QLR4LLD,"Unframed I Can and I Will Art Print Inspirational Quote&Saying Art Painting,Set of 3?8","Home & Kitchen",CHDITB,303319,13.99,13,9.48,181.87,-1,-1,1,,,1923,,"Jul, 2019"
B07RBK4SG3,"HPNIUB Let","Home & Kitchen",HPNIUB,95396,13.89,62,9.4,861.18,3,2.7,1,,,27,,"Jul, 2019"
B07SKTZZ97,"Family Inspirational Motivational Quotes Wood Wall Art Rustic Farmhouse D","Home & Kitchen","Agantree Art",575772,13.99,14,9.41,195.86,-1,-1,1,,,,-10,"Jul, 2019"
B07SYGP9BJ,"HLNIUC Black and White Inspirational Quote Modern Minimalist Typography Art Print Set of 3 (8","Home & Kitchen",HLNIUC,3700,12.99,392,8.63,5092.08,7,4.7,1,,,,-3,"Aug, 2019"
